no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,869,873,10,65500,Desember 2025
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,879,888,10,65500,Januari 2026
7043744,Erni Riningsih,Lumbungsari 6/17,3436069,T,RT 4,888,893,10,65500,Februari 2026
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,514,534,20,109500,September 2025
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,534,554,20,109500,Oktober 2025
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,554,576,22,121500,November 2025
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,554,576,22,121500,Desember 2025
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,597,620,23,127500,Januari 2026
7050183,Supomo,Parang Kembang 9/17,3271078,Y,RT 4,620,660,40,239500,Februari 2026
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,September 2025
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,Oktober 2025
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,November 2025
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,Desember 2025
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,Januari 2026
7050670,Madhe Nata Kusuma,Parang Kembang I - 25,3270023,T,RT 4,1924,1924,10,65500,Februari 2026
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,8,8,10,59500,September 2025
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,8,8,10,59500,Oktober 2025
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,8,8,10,59500,November 2025
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,8,8,10,59500,Desember 2025
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,8,9,10,59500,Januari 2026
7060215,Mulyono,Wahyu Temurun 2/10,3268061,T,RT 4,9,9,10,59500,Februari 2026
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2713,2739,26,174500,September 2025
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2739,2767,28,189500,Oktober 2025
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2767,2793,26,174500,November 2025
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2767,2793,26,174500,Desember 2025
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2819,2854,35,247000,Januari 2026
7060228,NY. Erning Mandini,Wahyu Temurun 1/21,3268029,T,RT 5,2854,2877,23,152000,Februari 2026
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1385,1397,12,69500,September 2025
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1397,1410,13,74500,Oktober 2025
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1410,1421,11,64500,November 2025
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1410,1421,11,64500,Desember 2025
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1435,1446,11,64500,Januari 2026
7070036,Asmanah,Wahyu Temurun 6/9,3269080,T,RT 4,1446,1456,10,59500,Februari 2026
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,312,323,11,64500,September 2025
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,323,334,11,64500,Oktober 2025
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,334,345,11,64500,November 2025
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,334,345,11,64500,Desember 2025
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,359,371,12,69500,Januari 2026
7070041,Agus Priyadi,Wahyu Temurun 6/6,3269076,T,RT 4,371,387,16,89500,Februari 2026
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,3,5,10,55500,September 2025
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,5,8,10,55500,Oktober 2025
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,8,10,10,55500,November 2025
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,8,10,10,55500,Desember 2025
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,12,14,10,55500,Januari 2026
7070150,R. Panggabean,Ratu Ratih 3/6,3267118,Y,RT 3,14,16,10,55500,Februari 2026
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2575,2616,41,246500,September 2025
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2616,2654,38,225500,Oktober 2025
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2654,2693,39,232500,November 2025
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2654,2693,39,232500,Desember 2025
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2727,2760,33,190500,Januari 2026
7090096,Redy Rahak Bauw,Lintang Trenggono 3/20,3266126,T,RT 4,2760,2794,34,197500,Februari 2026
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2193,2197,10,59500,September 2025
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2197,2197,10,59500,Oktober 2025
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2197,2197,10,59500,November 2025
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2197,2197,10,59500,Desember 2025
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2197,2197,10,59500,Januari 2026
7100066,Tjatur Tjahyuni,Lintang Trenggono 5/60,3267074,T,RT 4,2197,2199,10,59500,Februari 2026
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,460,467,10,65500,September 2025
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,467,473,10,65500,Oktober 2025
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,473,478,10,65500,November 2025
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,473,478,10,65500,Desember 2025
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,483,489,10,65500,Januari 2026
7110013,Harjono,Galar Raya 13,3244130,T,RT 4,489,494,10,65500,Februari 2026
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1687,1731,44,273500,September 2025
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1731,1772,41,252500,Oktober 2025
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1772,1813,41,252500,November 2025
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1772,1813,41,252500,Desember 2025
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1855,1883,28,163500,Januari 2026
7110015,Syahrul Alim Van Chan,Galar Raya 15,3244128,T,RT 4,1883,1915,32,189500,Februari 2026
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3417,3453,36,217500,September 2025
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3453,3453,36,217500,Oktober 2025
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3489,3540,51,322500,November 2025
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3489,3540,51,322500,Desember 2025
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3575,3606,31,182500,Januari 2026
7110026,Rudy Margono,Galar Raya 26,3244067,T,RT 4,3606,3636,30,175500,Februari 2026
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1005,1042,37,218500,September 2025
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1042,1070,28,157500,Oktober 2025
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1070,1100,30,169500,November 2025
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1070,1100,30,169500,Desember 2025
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1131,1156,25,139500,Januari 2026
7120045,Ahmad Haryadi Ba,Galar 1/2,3244016,T,RT 4,1156,1184,28,157500,Februari 2026
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7586,7602,16,89500,September 2025
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7602,7616,14,79500,Oktober 2025
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7616,7634,18,99500,November 2025
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7616,7634,18,99500,Desember 2025
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7650,7670,20,109500,Januari 2026
7120171,Soleh Chalun,Galar 4/10,3244110,T,RT 4,7670,7683,13,74500,Februari 2026
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,388,394,10,65500,September 2025
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,394,401,10,65500,Oktober 2025
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,401,402,10,65500,November 2025
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,401,402,10,65500,Desember 2025
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,402,402,10,65500,Januari 2026
7120187,Edy Prijanto,Galar 5/8,3244121,T,RT 4,402,403,10,65500,Februari 2026
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2609,2624,15,84500,September 2025
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2624,2640,16,89500,Oktober 2025
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2640,2657,17,94500,November 2025
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2640,2657,17,94500,Desember 2025
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2672,2690,18,99500,Januari 2026
7120298,Rudiyanto,Udan Riris 3/30,3250047,T,RT 4,2690,2709,19,104500,Februari 2026
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1926,1930,10,65500,September 2025
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1930,1931,10,65500,Oktober 2025
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1931,1934,10,65500,November 2025
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1931,1934,10,65500,Desember 2025
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1939,1942,10,65500,Januari 2026
7120374,Maulana Sani Asyawan,Graha Syuhada Regency 58,3282034,Y,RT 4,1942,1945,10,65500,Februari 2026
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2110,2141,31,182500,September 2025
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2141,2169,28,163500,Oktober 2025
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2169,2198,29,169500,November 2025
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2169,2198,29,169500,Desember 2025
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2228,2257,29,169500,Januari 2026
7120376,Sidik Priyanto,Graha Syuhada Regency 38,3282038,Y,RT 4,2257,2287,30,175500,Februari 2026
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,744,783,39,232500,September 2025
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,783,818,35,204500,Oktober 2025
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,818,859,41,246500,November 2025
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,818,859,41,246500,Desember 2025
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,900,940,40,239500,Januari 2026
7120447,Sugiyatno,Depok sari wetan 5,3290612,T,RT 4,940,976,36,211500,Februari 2026
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2128,2136,10,59500,September 2025
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2136,2143,10,59500,Oktober 2025
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2143,2151,10,59500,November 2025
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2143,2151,10,59500,Desember 2025
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2181,2220,39,232500,Januari 2026
7140073,Sugijanto,Parang Baris 7/34,3251015,Y,RT 4,2220,2232,12,69500,Februari 2026
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,780,780,10,65500,September 2025
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,780,781,10,65500,Oktober 2025
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,781,781,10,65500,November 2025
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,781,781,10,65500,Desember 2025
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,781,781,10,65500,Januari 2026
7150108,Arumy Susilo Ety,Parang Sarpo 5/9,3248002,Y,RT 4,781,781,10,65500,Februari 2026
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,482,487,10,65500,September 2025
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,487,493,10,65500,Oktober 2025
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,493,498,10,65500,November 2025
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,493,498,10,65500,Desember 2025
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,502,507,10,65500,Januari 2026
7160109,Amat Kuat,Tlogo Wangi 33,3448035,Y,RT 4,507,512,10,65500,Februari 2026
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1498,1513,15,93500,September 2025
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1513,1531,18,108500,Oktober 2025
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1531,1548,17,103500,November 2025
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1531,1548,17,103500,Desember 2025
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1562,1581,19,113500,Januari 2026
7160381,Sri Berdi Karyati,Tlogo Putih 218,3448161,Y,RT 4,1581,1595,14,88500,Februari 2026
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,September 2025
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,Oktober 2025
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,November 2025
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,Desember 2025
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,Januari 2026
7160816,Agung Winaryadi,Tlogo Sarangan 1 RT.08/09,3450008,Y,RT 4,151,151,10,65500,Februari 2026
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,129,166,37,191000,September 2025
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,166,195,29,140500,Oktober 2025
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,195,215,20,95500,November 2025
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,195,215,20,95500,Desember 2025
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,227,242,15,75500,Januari 2026
7170137,Musarofah,Parang Sarpo 4/8,3248007,T,RT 3,242,255,13,67500,Februari 2026
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 4,300,301,10,65500,September 2025
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 4,301,301,10,65500,Oktober 2025
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 4,301,301,20,115500,November 2025
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 4,301,301,20,115500,Desember 2025
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 5,303,304,10,75500,Januari 2026
7180131,Drs Suryono,Mahesa Mukti 3/A318,3324040,T,RT 5,304,305,10,75500,Februari 2026
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 4,2892,2899,10,65500,September 2025
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 4,2899,2900,10,65500,Oktober 2025
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 4,2900,2902,10,65500,November 2025
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 4,2900,2902,10,65500,Desember 2025
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 5,2910,2922,12,87500,Januari 2026
7180133,Nurhaeni,Mahesa Mukti 1/A379,3323133,Y,RT 5,2922,2927,10,75500,Februari 2026
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 4,2366,2367,10,68500,September 2025
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 4,2367,2367,10,68500,Oktober 2025
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 4,2367,2367,10,68500,November 2025
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 4,2367,2367,10,68500,Desember 2025
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 5,2367,2367,10,78500,Januari 2026
7180342,R Herdjono Drs,Mahesa Utr 2/415,3319058,T,RT 5,2367,2367,10,78500,Februari 2026
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,958,977,19,123500,September 2025
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,977,994,17,111500,Oktober 2025
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,994,1014,20,129500,November 2025
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,994,1014,20,129500,Desember 2025
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,1033,1056,23,152000,Januari 2026
7180540,A Gagat Kussuprapto,Mahesa Slt 5/584,3323501,Y,RT 5,1056,1074,18,117500,Februari 2026
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2240,2263,23,133500,September 2025
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2263,2288,25,145500,Oktober 2025
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2288,2311,23,133500,November 2025
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2288,2311,23,133500,Desember 2025
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2331,2352,21,121500,Januari 2026
7190295,Gembong Yuligusto W,Wanara Tmr Raya 995,3321011,T,RT 4,2352,2378,26,151500,Februari 2026
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,338,353,15,90500,September 2025
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,353,368,15,90500,Oktober 2025
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,368,382,14,85500,November 2025
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,368,382,14,85500,Desember 2025
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,399,415,16,95500,Januari 2026
7190368,Hersambudi Omarhadi,Turangga Tgh 2/529,3320133,T,RT 4,415,432,17,100500,Februari 2026
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1028,1068,40,245500,September 2025
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1068,1110,42,259500,Oktober 2025
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1110,1143,33,196500,November 2025
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1110,1143,33,196500,Desember 2025
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1171,1211,40,245500,Januari 2026
7200142,Endah Himawati,Ganesha Raya 313,3317017,Y,RT 4,1211,1249,38,231500,Februari 2026
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,345,345,10,65500,September 2025
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,345,347,10,65500,Oktober 2025
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,347,347,10,65500,November 2025
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,347,347,10,65500,Desember 2025
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,347,347,10,65500,Januari 2026
7200220,Khanafi SH,Ganesha Mukti Slt 358,3316064,T,RT 4,347,347,10,65500,Februari 2026
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2118,2119,10,59500,September 2025
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2119,2119,10,59500,Oktober 2025
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2119,2130,11,64500,November 2025
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2119,2130,11,64500,Desember 2025
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2132,2132,10,59500,Januari 2026
7260057,Sudiyanto,Sido Mulyo 6/49,3223086,T,RT 4,2132,2133,10,59500,Februari 2026
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,979,990,11,64500,September 2025
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,990,1000,10,59500,Oktober 2025
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,1000,1005,10,59500,November 2025
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,1000,1005,10,59500,Desember 2025
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,1013,1023,10,59500,Januari 2026
7260064,Wigati P Pramono,Sido Mulyo 6/42,3223095,T,RT 4,1023,1030,10,59500,Februari 2026
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1278,1284,10,59500,September 2025
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1284,1291,10,59500,Oktober 2025
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1291,1297,10,59500,November 2025
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1291,1297,10,59500,Desember 2025
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1304,1310,10,59500,Januari 2026
7270030,Rasyid Fijaya,Sido Mulyo 5/14,3223031,T,RT 4,1310,1315,10,59500,Februari 2026
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3119,3131,12,63500,September 2025
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3131,3145,14,71500,Oktober 2025
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3145,3155,10,55500,November 2025
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3145,3155,10,55500,Desember 2025
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3168,3180,12,63500,Januari 2026
7300025,Ashuri,Taman Suryo Kusumo 2/38,3240018,T,RT 3,3180,3187,10,55500,Februari 2026
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,2952,2971,19,104500,September 2025
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,2971,2992,21,115500,Oktober 2025
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,2992,3004,12,69500,November 2025
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,2992,3004,12,69500,Desember 2025
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,3020,3038,18,99500,Januari 2026
7340104,Karmulyo,Sido Asih 2/7,3209125,T,RT 4,3038,3052,14,79500,Februari 2026
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,917,927,10,65500,September 2025
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,927,938,11,70500,Oktober 2025
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,938,946,10,65500,November 2025
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,938,946,10,65500,Desember 2025
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,955,964,10,65500,Januari 2026
7340204,Ety Yuliati,Sido Asih Raya 4,3205047,Y,RT 4,964,970,10,65500,Februari 2026
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,307,312,10,59500,September 2025
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,312,319,10,59500,Oktober 2025
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,319,323,10,59500,November 2025
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,319,323,10,59500,Desember 2025
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,328,334,10,59500,Januari 2026
7360201,Eliyah,Sido Luhur 17/22,3211086,T,RT 4,334,339,10,59500,Februari 2026
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,730,732,10,59500,September 2025
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,732,736,10,59500,Oktober 2025
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,736,741,10,59500,November 2025
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,736,741,10,59500,Desember 2025
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,745,750,10,59500,Januari 2026
7360227,Surodo,Sido Luhur 15/3,3211107,T,RT 4,750,754,10,59500,Februari 2026
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,320,322,10,109500,September 2025
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,322,326,10,109500,Oktober 2025
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,326,326,10,109500,November 2025
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,326,326,10,109500,Desember 2025
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,326,326,10,109500,Januari 2026
7360461,Eddy Kuswanto,Tlogosari Raya 1/69B.2,3205078,T,Niaga 4,326,326,10,109500,Februari 2026
7400298,I Ketut Jingga,Nogososro 17,3222047,T,RT 4,1451,1451,10,68500,September 2025
7400298,I Ketut Jingga,Nogososro 17,3222047,T,RT 4,1451,1451,10,68500,Oktober 2025
7400298,I Ketut Jingga,Nogososro 17,3222047,T,RT 4,1451,1451,10,68500,November 2025
7400298,I Ketut Jingga,Nogososro 17,3222047,T,RT 4,1451,1451,10,68500,Desember 2025
